,Unnamed: 0,year,week,SMN,SMK,VCI,TCI,VHI
0,0,Mean,data,for,UKR,Province=,21,Khmel'nyts'kyy
7841,401,1989,30,0.340,299.11,53.80,72.03,62.91
7842,402,1989,31,0.329,299.30,54.28,70.15,62.21
7843,403,1989,32,0.318,299.70,54.20,65.70,59.95
7844,404,1989,33,0.302,299.24,50.41,65.29,57.85
7845,405,1989,34,0.286,298.40,47.46,65.52,56.49
7846,406,1989,35,0.273,297.70,48.19,60.88,54.53
7847,407,1989,36,0.254,296.32,46.65,56.62,51.64
7848,408,1989,37,0.232,294.82,43.61,49.53,46.57
7849,409,1989,38,0.216,292.78,42.27,48.05,45.16
7850,410,1989,39,0.204,290.66,43.05,46.68,44.87
7851,411,1989,40,0.192,288.32,43.01,44.81,43.91
7852,412,1989,41,0.180,286.29,44.15,37.35,40.75
7853,413,1989,42,0.166,284.40,46.55,29.04,37.79
7854,414,1989,43,0.158,282.02,52.78,26.29,39.54
7855,415,1989,44,0.149,279.67,58.43,23.11,40.77
7856,416,1989,45,0.131,277.42,57.98,19.50,38.74
7857,417,1989,46,0.107,273.98,53.08,22.81,37.94
7858,418,1989,47,0.085,269.58,46.76,28.87,37.81
7859,419,1989,48,0.068,265.80,42.23,31.44,36.83
7860,420,1989,49,0.055,262.65,36.66,33.84,35.25
7861,421,1989,50,0.045,261.36,33.08,29.71,31.40
7862,422,1989,51,0.040,260.62,33.01,28.20,30.60
7863,423,1989,52,0.036,260.02,33.65,28.41,31.03
7864,424,1990,01,0.030,259.50,29.32,30.32,29.82
7865,425,1990,02,0.027,259.53,27.99,30.26,29.12
7866,426,1990,03,0.027,258.98,29.91,33.44,31.67
7867,427,1990,04,0.027,258.47,29.48,37.76,33.62
7868,428,1990,05,0.030,259.51,29.84,38.31,34.07
7869,429,1990,06,0.036,263.10,31.99,30.40,31.20
7870,430,1990,07,0.048,267.77,37.73,21.19,29.46
7871,431,1990,08,0.063,272.52,44.94,12.73,28.83
7872,432,1990,09,0.079,276.28,51.49,7.80,29.64
7873,433,1990,10,0.096,279.72,57.95,4.69,31.32
7874,434,1990,11,0.112,282.62,61.47,4.24,32.86
7875,435,1990,12,0.133,285.59,66.09,3.75,34.92
7876,436,1990,13,0.151,287.65,68.52,5.22,36.87
7877,437,1990,14,0.172,289.79,69.77,6.65,38.21
7878,438,1990,15,0.192,291.16,69.27,10.52,39.89
7879,439,1990,16,0.222,292.35,70.68,17.10,43.89
7880,440,1990,17,0.260,293.74,73.19,24.01,48.60
7881,441,1990,18,0.299,295.35,75.97,30.69,53.33
7882,442,1990,19,0.336,296.61,78.11,37.82,57.97
7883,443,1990,20,0.356,297.29,72.52,46.63,59.57
7884,444,1990,21,0.363,297.32,63.64,57.61,60.62
7885,445,1990,22,0.363,297.35,52.00,61.86,56.93
7886,446,1990,23,0.361,297.73,44.92,63.75,54.34
7887,447,1990,24,0.361,298.03,44.13,68.49,56.31
7888,448,1990,25,0.363,299.15,47.41,62.46,54.94
7889,449,1990,26,0.360,300.11,49.07,57.36,53.22
7890,450,1990,27,0.348,300.53,46.35,54.80,50.58
7891,451,1990,28,0.328,300.32,40.08,58.36,49.22
7892,452,1990,29,0.306,300.14,32.82,62.22,47.52
7893,453,1990,30,0.287,299.90,27.22,65.58,46.40
7894,454,1990,31,0.271,299.43,25.15,69.22,47.18
7895,455,1990,32,0.263,298.99,25.33,71.95,48.64
7896,456,1990,33,0.253,298.43,23.74,73.16,48.45
7897,457,1990,34,0.241,297.55,22.70,74.23,48.47
7898,458,1990,35,0.229,296.41,23.16,73.97,48.56
7899,459,1990,36,0.216,294.77,24.82,72.07,48.45
7900,460,1990,37,0.205,292.79,27.98,69.16,48.57
7901,461,1990,38,0.197,291.19,31.77,64.69,48.23
7902,462,1990,39,0.193,289.34,36.71,61.70,49.21
7903,463,1990,40,0.187,287.45,40.27,54.51,47.39
7904,464,1990,41,0.177,285.46,42.95,46.59,44.77
7905,465,1990,42,0.158,282.75,42.40,46.35,44.38
7906,466,1990,43,0.131,279.04,38.58,51.27,44.93
7907,467,1990,44,0.104,275.86,33.07,49.44,41.26
7908,468,1990,45,0.085,273.81,29.64,40.31,34.98
7909,469,1990,46,0.068,271.43,26.58,35.27,30.92
7910,470,1990,47,0.058,269.48,26.17,29.19,27.68
7911,471,1990,48,0.052,268.16,27.70,20.95,24.33
7912,472,1990,49,0.048,267.18,29.52,13.52,21.52
7913,473,1990,50,0.044,266.27,31.71,7.29,19.50
7914,474,1990,51,0.043,265.69,36.53,5.12,20.82
7915,475,1990,52,0.044,264.46,47.12,7.25,27.18
7916,476,1991,01,0.047,263.95,57.97,8.33,33.15
7917,477,1991,02,0.047,263.83,60.73,9.24,34.99
7918,478,1991,03,0.047,262.63,60.42,15.84,38.13
7919,479,1991,04,0.045,260.59,53.79,27.64,40.72
7920,480,1991,05,0.042,260.34,44.22,34.55,39.39
7921,481,1991,06,0.037,260.65,32.86,40.59,36.73
7922,482,1991,07,0.031,259.76,22.61,51.51,37.06
7923,483,1991,08,0.030,259.41,20.06,58.57,39.32
7924,484,1991,09,0.033,259.33,19.66,63.79,41.72
7925,485,1991,10,0.036,260.76,18.38,66.24,42.31
7926,486,1991,11,0.039,262.67,17.13,69.02,43.07
7927,487,1991,12,0.052,266.30,21.74,67.83,44.79
7928,488,1991,13,0.070,271.45,27.65,61.55,44.60
7929,489,1991,14,0.090,276.73,31.12,52.62,41.87
7930,490,1991,15,0.122,281.77,38.43,45.61,42.02
7931,491,1991,16,0.160,284.81,44.96,48.14,46.55
7932,492,1991,17,0.199,287.42,49.29,56.24,52.76
7933,493,1991,18,0.237,289.89,51.66,65.46,58.56
7934,494,1991,19,0.275,291.53,53.97,75.33,64.65
7935,495,1991,20,0.313,292.78,54.68,82.72,68.70
7936,496,1991,21,0.349,294.57,56.92,80.65,68.78
7937,497,1991,22,0.377,296.69,59.47,67.51,63.49
7938,498,1991,23,0.398,298.13,65.11,60.43,62.77
7939,499,1991,24,0.407,299.17,69.31,57.77,63.54
7940,500,1991,25,0.415,300.57,75.07,48.71,61.89
7941,501,1991,26,0.411,301.74,75.56,41.86,58.71
7942,502,1991,27,0.397,302.26,71.04,39.36,55.20
7943,503,1991,28,0.381,302.41,66.24,40.30,53.27
7944,504,1991,29,0.366,302.76,62.64,39.80,51.22
7945,505,1991,30,0.349,303.02,59.07,39.38,49.22
7946,506,1991,31,0.323,302.45,52.23,44.27,48.25
7947,507,1991,32,0.300,301.54,45.06,50.41,47.73
7948,508,1991,33,0.281,300.56,39.34,53.31,46.33
7949,509,1991,34,0.265,299.07,35.59,58.73,47.16
7950,510,1991,35,0.251,297.66,35.52,60.72,48.12
7951,511,1991,36,0.237,296.41,36.65,55.28,45.96
7952,512,1991,37,0.229,295.28,41.83,44.71,43.27
7953,513,1991,38,0.222,294.40,45.95,30.81,38.38
7954,514,1991,39,0.212,293.49,47.31,15.92,31.62
7955,515,1991,40,0.195,291.47,44.08,12.07,28.08
7956,516,1991,41,0.170,288.62,38.54,13.93,26.24
7957,517,1991,42,0.142,285.39,33.03,20.08,26.56
7958,518,1991,43,0.116,281.34,29.85,31.78,30.82
7959,519,1991,44,0.093,277.22,26.26,39.59,32.93
7960,520,1991,45,0.077,273.20,24.50,43.31,33.91
7961,521,1991,46,0.070,269.96,27.37,41.97,34.67
7962,522,1991,47,0.063,267.30,30.00,38.48,34.24
7963,523,1991,48,0.059,264.63,34.24,36.07,35.16
7964,524,1991,49,0.054,262.13,36.31,35.73,36.02
7965,525,1991,50,0.051,260.09,40.66,35.10,37.88
7966,526,1991,51,0.050,258.53,46.49,37.57,42.03
7967,527,1991,52,0.050,257.80,56.90,39.04,47.97
7968,528,1992,01,0.049,256.02,62.37,47.95,55.16
7969,529,1992,02,0.047,253.37,60.28,60.76,60.52
7970,530,1992,03,0.044,251.13,55.79,70.48,63.14
7971,531,1992,04,0.041,249.95,48.33,76.18,62.26
7972,532,1992,05,0.040,250.03,41.33,79.41,60.37
7973,533,1992,06,0.038,250.88,34.41,79.59,57.00
7974,534,1992,07,0.037,252.36,28.07,78.52,53.29
7975,535,1992,08,0.040,255.89,27.11,71.17,49.14
7976,536,1992,09,0.044,259.62,27.08,64.16,45.62
7977,537,1992,10,0.048,263.69,26.29,58.32,42.30
7978,538,1992,11,0.058,268.56,28.77,51.29,40.03
7979,539,1992,12,0.075,274.51,34.38,41.23,37.81
7980,540,1992,13,0.093,280.05,39.35,31.82,35.59
7981,541,1992,14,0.110,284.32,40.72,25.81,33.26
7982,542,1992,15,0.128,286.93,41.26,26.01,33.63
7983,543,1992,16,0.161,289.88,45.55,26.79,36.17
7984,544,1992,17,0.200,292.66,49.63,29.05,39.34
7985,545,1992,18,0.243,294.82,54.17,33.51,43.84
7986,546,1992,19,0.276,295.86,54.87,42.85,48.86
7987,547,1992,20,0.303,296.10,50.95,55.95,53.45
7988,548,1992,21,0.334,296.38,49.96,65.18,57.57
7989,549,1992,22,0.353,296.01,46.87,72.88,59.87
7990,550,1992,23,0.371,295.56,50.27,82.75,66.51
7991,551,1992,24,0.385,295.86,57.41,88.73,73.07
7992,552,1992,25,0.395,296.70,64.28,85.70,74.99
7993,553,1992,26,0.396,297.13,67.53,85.43,76.48
7994,554,1992,27,0.388,297.16,66.09,84.65,75.37
7995,555,1992,28,0.381,297.07,66.05,86.17,76.11
7996,556,1992,29,0.383,297.71,71.02,82.72,76.87
7997,557,1992,30,0.377,298.08,73.03,80.55,76.79
7998,558,1992,31,0.362,298.07,71.23,80.27,75.75
7999,559,1992,32,0.347,297.91,69.58,80.82,75.20
8000,560,1992,33,0.333,297.74,67.77,78.78,73.28
8001,561,1992,34,0.317,297.12,64.86,77.62,71.24
8002,562,1992,35,0.293,295.67,59.89,80.71,70.30
8003,563,1992,36,0.268,293.59,54.86,83.73,69.29
8004,564,1992,37,0.240,291.30,48.00,84.64,66.32
8005,565,1992,38,0.217,288.99,43.50,88.39,65.94
8006,566,1992,39,0.197,286.50,39.53,91.97,65.75
8007,567,1992,40,0.180,283.57,36.88,94.06,65.47
8008,568,1992,41,0.163,280.86,35.41,92.20,63.80
8009,569,1992,42,0.142,278.98,34.07,81.43,57.75
8010,570,1992,43,0.119,276.28,31.86,72.50,52.18
8011,571,1992,44,0.096,273.16,28.61,66.80,47.71
8012,572,1992,45,0.083,270.80,28.01,56.85,42.43
8013,573,1992,46,0.074,268.31,30.74,50.06,40.40
8014,574,1992,47,0.064,265.91,30.95,44.99,37.97
8015,575,1992,48,0.060,263.55,35.07,41.05,38.06
8016,576,1992,49,0.056,261.40,38.23,39.25,38.74
8017,577,1992,50,0.053,260.04,43.00,35.63,39.32
8018,578,1992,51,0.052,259.22,49.59,34.77,42.18
8019,579,1992,52,0.052,259.31,60.63,32.10,46.36
8020,580,1993,01,0.054,259.78,69.90,29.10,49.50
8021,581,1993,02,0.055,260.65,73.02,24.99,49.00
8022,582,1993,03,0.057,261.83,74.26,20.34,47.30
8023,583,1993,04,0.060,262.20,72.35,20.56,46.45
8024,584,1993,05,0.061,262.58,66.53,24.20,45.37
8025,585,1993,06,0.060,263.25,56.05,29.49,42.77
8026,586,1993,07,0.056,263.28,44.50,38.01,41.25
8027,587,1993,08,0.051,263.37,35.87,44.98,40.43
8028,588,1993,09,0.047,263.65,29.16,50.75,39.96
8029,589,1993,10,0.046,265.04,24.86,54.38,39.62
8030,590,1993,11,0.048,267.38,22.97,56.20,39.58
8031,591,1993,12,0.056,270.68,23.89,55.24,39.56
8032,592,1993,13,0.065,274.32,25.30,52.64,38.97
8033,593,1993,14,0.079,277.86,26.37,49.12,37.74
8034,594,1993,15,0.100,281.46,28.36,46.71,37.54
8035,595,1993,16,0.125,284.65,31.02,48.56,39.79
8036,596,1993,17,0.167,287.86,36.57,53.78,45.17
8037,597,1993,18,0.216,290.71,43.62,60.22,51.92
8038,598,1993,19,0.259,292.82,48.03,66.03,57.03
8039,599,1993,20,0.297,293.85,48.24,74.11,61.18
8040,600,1993,21,0.329,293.97,47.30,84.01,65.65
8041,601,1993,22,0.351,294.01,45.32,87.08,66.20
8042,602,1993,23,0.368,294.63,48.23,88.08,68.15
8043,603,1993,24,0.377,294.91,52.38,92.35,72.37
8044,604,1993,25,0.387,295.24,59.65,93.50,76.58
8045,605,1993,26,0.393,295.77,65.45,92.85,79.15
8046,606,1993,27,0.394,296.44,68.68,88.59,78.63
8047,607,1993,28,0.388,296.93,69.33,85.79,77.56
8048,608,1993,29,0.382,297.28,69.86,85.15,77.51
8049,609,1993,30,0.379,297.82,73.75,82.25,78.00
8050,610,1993,31,0.374,297.92,77.17,81.22,79.20
8051,611,1993,32,0.361,297.23,76.39,85.71,81.05
8052,612,1993,33,0.346,296.06,74.30,90.48,82.39
8053,613,1993,34,0.331,294.75,72.35,92.90,82.62
8054,614,1993,35,0.321,293.42,75.07,93.93,84.50
8055,615,1993,36,0.310,291.95,78.12,93.13,85.63
8056,616,1993,37,0.291,290.16,77.07,91.51,84.29
8057,617,1993,38,0.275,288.63,75.54,89.44,82.49
8058,618,1993,39,0.256,287.30,71.33,82.51,76.92
8059,619,1993,40,0.228,285.39,61.39,75.16,68.27
8060,620,1993,41,0.193,282.92,50.54,71.40,60.97
8061,621,1993,42,0.156,280.09,40.76,70.15,55.46
8062,622,1993,43,0.125,276.93,35.23,66.44,50.83
8063,623,1993,44,0.101,274.46,31.10,57.90,44.50
8064,624,1993,45,0.079,272.63,25.59,46.65,36.12
8065,625,1993,46,0.060,271.16,20.71,36.26,28.49
8066,626,1993,47,0.045,270.41,17.58,24.92,21.25
8067,627,1993,48,0.042,269.74,20.54,14.11,17.32
8068,628,1993,49,0.039,269.10,22.84,6.02,14.43
8069,629,1993,50,0.035,268.24,23.64,2.57,13.10
8070,630,1993,51,0.036,267.76,27.96,1.47,14.71
8071,631,1993,52,0.039,266.84,35.83,1.70,18.77
8072,632,1994,01,0.044,264.83,46.93,6.53,26.73
8073,633,1994,02,0.063,262.01,76.15,18.68,47.41
8074,634,1994,03,0.073,260.02,90.60,28.51,59.56
8075,635,1994,04,0.070,258.65,83.96,36.86,60.41
8076,636,1994,05,0.068,257.67,73.76,46.70,60.23
8077,637,1994,06,0.065,257.18,60.80,55.09,57.94
8078,638,1994,07,0.061,257.04,48.83,61.85,55.34
8079,639,1994,08,0.059,257.34,41.86,66.14,54.00
8080,640,1994,09,0.058,258.34,37.17,68.17,52.67
8081,641,1994,10,0.060,260.63,34.03,68.16,51.10
8082,642,1994,11,0.063,264.20,32.11,65.81,48.96
8083,643,1994,12,0.069,268.76,30.98,60.62,45.80
8084,644,1994,13,0.082,274.03,33.43,52.47,42.95
8085,645,1994,14,0.100,279.18,35.69,43.63,39.66
8086,646,1994,15,0.121,283.69,37.59,38.00,37.80
8087,647,1994,16,0.153,288.12,42.05,34.21,38.13
8088,648,1994,17,0.190,291.13,45.61,37.04,41.32
8089,649,1994,18,0.230,293.19,49.12,44.07,46.60
8090,650,1994,19,0.269,294.57,51.81,52.63,52.22
8091,651,1994,20,0.305,295.25,51.31,62.83,57.07
8092,652,1994,21,0.338,295.66,51.60,71.02,61.31
8093,653,1994,22,0.363,296.15,51.72,71.61,61.67
8094,654,1994,23,0.378,296.14,53.96,76.90,65.43
8095,655,1994,24,0.392,296.39,60.73,82.12,71.42
8096,656,1994,25,0.397,297.03,64.93,81.36,73.14
8097,657,1994,26,0.398,297.98,68.32,77.25,72.78
8098,658,1994,27,0.388,298.50,66.05,72.88,69.47
8099,659,1994,28,0.370,298.86,60.39,70.97,65.68
8100,660,1994,29,0.351,299.52,55.05,67.29,61.17
8101,661,1994,30,0.331,299.78,49.78,66.27,58.02
8102,662,1994,31,0.312,299.67,46.28,66.95,56.61
8103,663,1994,32,0.296,299.44,42.71,67.80,55.25
8104,664,1994,33,0.281,299.31,39.38,64.70,52.04
8105,665,1994,34,0.271,299.40,39.10,56.24,47.67
8106,666,1994,35,0.264,299.62,43.36,43.33,43.35
8107,667,1994,36,0.262,299.83,51.75,26.61,39.18
8108,668,1995,07,0.037,263.87,26.72,35.73,31.23
8109,669,1995,08,0.042,269.14,27.85,24.24,26.04
8110,670,1995,09,0.048,273.23,29.17,17.60,23.39
8111,671,1995,10,0.055,276.62,30.55,14.71,22.63
8112,672,1995,11,0.064,279.07,32.03,15.93,23.98
8113,673,1995,12,0.074,281.19,33.69,18.71,26.20
8114,674,1995,13,0.093,283.85,38.75,18.92,28.84
8115,675,1995,14,0.120,287.30,44.98,15.86,30.42
8116,676,1995,15,0.151,290.51,50.63,13.44,32.04
8117,677,1995,16,0.182,292.87,53.80,15.59,34.69
8118,678,1995,17,0.215,294.42,55.05,21.30,38.18
8119,679,1995,18,0.253,296.18,57.42,25.74,41.58
8120,680,1995,19,0.291,297.99,59.96,27.23,43.59
8121,681,1995,20,0.334,299.55,63.43,27.96,45.70
8122,682,1995,21,0.369,301.08,66.15,25.47,45.81
8123,683,1995,22,0.388,301.96,64.90,22.54,43.72
8124,684,1995,23,0.400,302.46,65.56,21.42,43.49
8125,685,1995,24,0.403,302.12,66.37,29.51,47.94
8126,686,1995,25,0.404,301.42,68.19,40.94,54.57
8127,687,1995,26,0.410,301.53,74.19,44.11,59.15
8128,688,1995,27,0.419,301.69,81.22,44.60,62.91
8129,689,1995,28,0.421,301.73,84.87,46.35,65.61
8130,690,1995,29,0.414,301.59,85.53,50.08,67.81
8131,691,1995,30,0.401,301.38,84.40,53.55,68.97
8132,692,1995,31,0.382,300.93,81.73,57.13,69.43
8133,693,1995,32,0.364,300.39,78.76,60.22,69.49
8134,694,1995,33,0.349,300.05,76.26,58.03,67.15
8135,695,1995,34,0.331,299.46,72.61,55.14,63.88
8136,696,1995,35,0.308,298.48,68.32,52.58,60.45
8137,697,1995,36,0.287,297.02,65.18,49.11,57.14
8138,698,1995,37,0.267,294.86,63.31,48.97,56.14
8139,699,1995,38,0.254,292.48,63.89,51.29,57.59
8140,700,1995,39,0.247,290.30,66.16,50.53,58.34
8141,701,1995,40,0.238,288.21,66.83,45.82,56.32
8142,702,1995,41,0.224,285.88,66.29,41.53,53.91
8143,703,1995,42,0.201,282.64,64.09,46.46,55.28
8144,704,1995,43,0.171,279.32,59.16,48.86,54.01
8145,705,1995,44,0.129,275.20,46.51,53.91,50.21
8146,706,1995,45,0.097,271.31,36.55,54.84,45.69
8147,707,1995,46,0.075,268.38,30.45,50.52,40.48
8148,708,1995,47,0.059,266.56,26.03,42.43,34.23
8149,709,1995,48,0.048,264.87,22.91,35.46,29.18
8150,710,1995,49,0.039,263.00,18.84,32.21,25.52
8151,711,1995,50,0.030,261.27,13.17,30.10,21.63
8152,712,1995,51,0.023,260.14,6.31,30.52,18.42
8153,713,1995,52,0.019,258.57,4.33,35.58,19.95
8154,714,1996,01,0.015,257.34,3.42,40.87,22.14
8155,715,1996,02,0.012,256.81,2.59,43.25,22.92
8156,716,1996,03,0.009,256.05,2.25,47.20,24.72
8157,717,1996,04,0.008,255.01,2.03,53.81,27.92
8158,718,1996,05,0.006,253.90,1.69,63.74,32.71
8159,719,1996,06,0.005,251.77,1.28,77.41,39.34
8160,720,1996,07,0.006,251.12,1.17,83.68,42.42
8161,721,1996,08,0.006,251.18,1.21,86.91,44.06
8162,722,1996,09,0.007,252.33,1.35,87.37,44.36
8163,723,1996,10,0.012,255.58,2.62,84.34,43.48
8164,724,1996,11,0.020,259.30,5.86,81.63,43.75
8165,725,1996,12,0.034,264.19,12.25,76.06,44.16
8166,726,1996,13,0.054,268.91,19.39,71.01,45.20
8167,727,1996,14,0.079,274.36,25.93,61.45,43.69
8168,728,1996,15,0.116,280.55,35.08,50.40,42.74
8169,729,1996,16,0.161,285.94,44.87,43.56,44.22
8170,730,1996,17,0.207,290.29,51.95,41.78,46.87
8171,731,1996,18,0.254,294.07,58.05,39.19,48.62
8172,732,1996,19,0.289,295.98,59.33,42.52,50.92
8173,733,1996,20,0.320,297.86,57.79,41.85,49.82
8174,734,1996,21,0.344,298.88,54.69,44.31,49.50
8175,735,1996,22,0.364,299.82,51.98,40.84,46.41
8176,736,1996,23,0.377,300.98,52.85,34.81,43.83
8177,737,1996,24,0.384,302.08,56.03,30.19,43.11
8178,738,1996,25,0.386,303.44,58.58,21.63,40.11
8179,739,1996,26,0.379,304.62,58.06,15.07,36.57
8180,740,1996,27,0.364,305.26,53.56,13.05,33.31
8181,741,1996,28,0.349,305.63,49.80,12.80,31.30
8182,742,1996,29,0.334,305.75,46.06,14.48,30.27
8183,743,1996,30,0.314,304.95,40.80,23.51,32.15
8184,744,1996,31,0.299,303.52,39.03,35.68,37.35
8185,745,1996,32,0.291,302.04,39.50,46.35,42.92
8186,746,1996,33,0.288,300.49,42.54,54.17,48.35
8187,747,1996,34,0.285,298.76,46.11,62.03,54.07
8188,748,1996,35,0.280,296.87,51.99,68.98,60.48
8189,749,1996,36,0.272,294.11,56.45,78.54,67.50
8190,750,1996,37,0.269,291.31,64.33,84.55,74.44
8191,751,1996,38,0.268,289.44,71.78,83.66,77.72
8192,752,1996,39,0.267,288.13,77.15,74.59,75.87
8193,753,1996,40,0.261,287.01,78.58,58.65,68.61
8194,754,1996,41,0.248,285.75,78.17,42.88,60.52
8195,755,1996,42,0.223,283.83,75.45,34.63,55.04
8196,756,1996,43,0.185,282.00,66.17,26.45,46.31
8197,757,1996,44,0.161,280.44,63.46,17.99,40.72
8198,758,1996,45,0.145,278.55,65.04,12.99,39.01
8199,759,1996,46,0.130,276.33,67.46,11.22,39.34
8200,760,1996,47,0.111,273.52,66.03,11.37,38.70
8201,761,1996,48,0.092,270.18,63.81,12.35,38.08
8202,762,1996,49,0.072,266.55,54.37,16.56,35.47
8203,763,1996,50,0.057,263.08,47.01,21.84,34.43
8204,764,1996,51,0.047,260.76,41.61,27.51,34.56
8205,765,1996,52,0.042,259.22,41.92,32.19,37.06
8206,766,1997,01,0.036,258.37,39.27,35.93,37.60
8207,767,1997,02,0.030,258.01,32.43,37.84,35.14
8208,768,1997,03,0.026,257.63,27.51,39.96,33.74
8209,769,1997,04,0.025,258.71,24.79,36.66,30.72
8210,770,1997,05,0.025,259.95,23.57,36.41,29.99
8211,771,1997,06,0.029,261.51,24.02,37.12,30.57
8212,772,1997,07,0.035,264.38,25.38,34.08,29.73
8213,773,1997,08,0.042,267.16,27.98,31.68,29.83
8214,774,1997,09,0.050,270.36,30.50,27.86,29.18
8215,775,1997,10,0.063,273.80,35.59,24.67,30.13
8216,776,1997,11,0.083,277.60,42.96,21.30,32.13
8217,777,1997,12,0.103,280.82,49.08,19.91,34.49
8218,778,1997,13,0.125,283.31,54.66,20.56,37.61
8219,779,1997,14,0.146,285.37,57.04,22.47,39.76
8220,780,1997,15,0.172,287.64,59.77,23.81,41.79
8221,781,1997,16,0.207,290.11,63.80,26.44,45.12
8222,782,1997,17,0.252,292.59,69.24,30.13,49.68
8223,783,1997,18,0.289,293.89,71.46,40.21,55.83
8224,784,1997,19,0.328,295.40,74.34,46.94,60.64
8225,785,1997,20,0.362,297.02,74.97,48.76,61.87
8226,786,1997,21,0.385,297.49,73.66,56.19,64.93
8227,787,1997,22,0.397,297.33,69.58,62.13,65.86
8228,788,1997,23,0.407,297.60,69.45,65.14,67.30
8229,789,1997,24,0.417,298.33,74.04,66.01,70.02
8230,790,1997,25,0.420,298.64,76.88,67.44,72.16
8231,791,1997,26,0.416,298.45,77.40,73.23,75.32
8232,792,1997,27,0.405,297.84,74.86,78.94,76.90
8233,793,1997,28,0.396,297.47,73.32,83.01,78.17
8234,794,1997,29,0.392,297.50,75.20,84.68,79.94
8235,795,1997,30,0.391,297.50,79.30,85.47,82.38
8236,796,1997,31,0.384,297.23,82.39,87.21,84.80
8237,797,1997,32,0.377,296.95,84.90,88.83,86.87
8238,798,1997,33,0.370,296.82,86.49,86.84,86.67
8239,799,1997,34,0.356,296.65,85.26,81.72,83.49
8240,800,1997,35,0.336,296.10,83.19,76.31,79.75
8241,801,1997,36,0.318,295.11,82.53,68.55,75.54
8242,802,1997,37,0.297,293.65,80.21,61.17,70.69
8243,803,1997,38,0.271,291.81,74.00,58.30,66.15
8244,804,1997,39,0.240,288.93,62.91,65.32,64.11
8245,805,1997,40,0.208,286.14,50.96,67.31,59.13
8246,806,1997,41,0.182,284.15,44.83,59.08,51.96
8247,807,1997,42,0.163,281.76,44.46,55.13,49.80
8248,808,1997,43,0.144,278.17,44.79,57.90,51.35
8249,809,1997,44,0.124,274.45,43.94,58.81,51.38
8250,810,1997,45,0.100,270.65,38.21,58.82,48.51
8251,811,1997,46,0.078,266.28,32.63,61.08,46.86
8252,812,1997,47,0.063,261.57,29.51,64.81,47.16
8253,813,1997,48,0.052,257.59,27.52,67.58,47.55
8254,814,1997,49,0.047,255.44,28.28,66.25,47.27
8255,815,1997,50,0.043,254.22,30.39,62.73,46.56
8256,816,1997,51,0.042,253.77,33.94,59.84,46.89
8257,817,1997,52,0.040,253.68,39.71,58.99,49.35
8258,818,1998,01,0.039,254.97,44.26,52.58,48.42
8259,819,1998,02,0.042,257.33,50.34,40.87,45.60
8260,820,1998,03,0.044,258.86,52.91,34.21,43.56
8261,821,1998,04,0.045,259.28,50.37,34.28,42.32
8262,822,1998,05,0.046,259.93,46.34,36.71,41.53
8263,823,1998,06,0.047,261.40,41.89,37.73,39.81
8264,824,1998,07,0.050,263.17,38.19,38.79,38.49
8265,825,1998,08,0.053,264.12,36.66,42.37,39.51
8266,826,1998,09,0.057,265.71,35.85,43.61,39.73
8267,827,1998,10,0.063,267.89,35.89,44.68,40.28
8268,828,1998,11,0.072,270.81,37.02,44.61,40.81
8269,829,1998,12,0.086,273.85,40.04,44.45,42.25
8270,830,1998,13,0.106,277.78,45.29,40.53,42.91
8271,831,1998,14,0.131,281.89,50.45,34.86,42.65
8272,832,1998,15,0.168,285.95,58.17,29.95,44.06
8273,833,1998,16,0.212,289.74,66.19,27.73,46.96
8274,834,1998,17,0.262,292.95,73.46,28.05,50.76
8275,835,1998,18,0.303,294.79,76.99,34.19,55.59
8276,836,1998,19,0.341,296.51,79.83,38.38,59.10
8277,837,1998,20,0.371,298.06,78.78,40.18,59.48
8278,838,1998,21,0.395,298.89,78.05,44.10,61.07
8279,839,1998,22,0.409,299.55,75.74,43.04,59.39
8280,840,1998,23,0.415,300.23,73.81,41.30,57.55
8281,841,1998,24,0.413,300.69,71.63,42.98,57.31
8282,842,1998,25,0.409,300.71,70.79,47.49,59.14
8283,843,1998,26,0.404,300.58,70.95,53.09,62.02
8284,844,1998,27,0.399,301.02,71.27,50.61,60.94
8285,845,1998,28,0.393,301.75,71.61,46.08,58.84
8286,846,1998,29,0.387,302.61,72.40,40.92,56.66
8287,847,1998,30,0.377,303.16,72.38,38.12,55.25
8288,848,1998,31,0.360,303.05,70.22,39.13,54.68
8289,849,1998,32,0.345,302.34,68.33,43.59,55.96
8290,850,1998,33,0.333,301.27,67.35,47.18,57.27
8291,851,1998,34,0.322,300.34,67.44,47.29,57.36
8292,852,1998,35,0.310,299.75,69.51,40.61,55.06
8293,853,1998,36,0.294,298.77,69.39,32.20,50.79
8294,854,1998,37,0.275,297.26,67.96,25.42,46.69
8295,855,1998,38,0.255,295.28,64.55,21.84,43.19
8296,856,1998,39,0.235,292.50,59.67,26.94,43.30
8297,857,1998,40,0.215,289.49,54.34,32.65,43.50
8298,858,1998,41,0.192,286.68,49.81,33.48,41.64
8299,859,1998,42,0.167,283.71,46.57,35.85,41.21
8300,860,1998,43,0.143,280.94,44.92,35.11,40.02
8301,861,1998,44,0.121,277.84,42.45,35.49,38.97
8302,862,1998,45,0.104,274.53,41.23,35.91,38.57
8303,863,1998,46,0.090,271.01,41.25,37.10,39.17
8304,864,1998,47,0.078,267.83,41.66,36.36,39.01
